id,uri,titulo,idLegislatura,data_captura
54467,https://dadosabertos.camara.leg.br/api/v2/frentes/54467,Frente Parlamentar Mista em Defesa e Valorização dos Servidores da Segurança Pública Civil,57,2026-06-01 00:27:01
54469,https://dadosabertos.camara.leg.br/api/v2/frentes/54469,"Frente Parlamentar de Cuidado das Mães de Crianças e Adolescentes com Deficiência, Autismo e Doenças Raras",57,2026-06-01 00:27:01
54471,https://dadosabertos.camara.leg.br/api/v2/frentes/54471,Frente Parlamentar Mista em Defesa do Trânsito Seguro,57,2026-06-01 00:27:01
54473,https://dadosabertos.camara.leg.br/api/v2/frentes/54473,Frente Parlamentar para o Fortalecimento do Nordeste,57,2026-06-01 00:27:01
54476,https://dadosabertos.camara.leg.br/api/v2/frentes/54476,Frente Parlamentar da Odontologia,57,2026-06-01 00:27:01
54457,https://dadosabertos.camara.leg.br/api/v2/frentes/54457,Frente Parlamentar Mista em Defesa do profissional Nutricionista,57,2026-06-01 00:27:01
54460,https://dadosabertos.camara.leg.br/api/v2/frentes/54460,Frente Parlamentar Mista José Alencar para o Desenvolvimento da Indústria Têxtil e de Confecção do Brasil,57,2026-06-01 00:27:01
54463,https://dadosabertos.camara.leg.br/api/v2/frentes/54463,"Frente Parlamentar Mista em Defesa dos Agentes Comunitários de Saúde, e dos Agentes de Combate às Endemias.",57,2026-06-01 00:27:01
54458,https://dadosabertos.camara.leg.br/api/v2/frentes/54458,Frente Parlamentar Mista para Promoção da Saúde Mental,57,2026-06-01 00:27:01
54459,https://dadosabertos.camara.leg.br/api/v2/frentes/54459,Frente Parlamentar do Serviço Notarial e Registral,57,2026-06-01 00:27:01
54462,https://dadosabertos.camara.leg.br/api/v2/frentes/54462,Frente Parlamentar Mista Brasil Competitivo,57,2026-06-01 00:27:01
54464,https://dadosabertos.camara.leg.br/api/v2/frentes/54464,"Frente Parlamentar Mista de Proteção aos Colecionadores, Atiradores Desportivos, Caçadores e Clubes de Tiro",57,2026-06-01 00:27:01
54470,https://dadosabertos.camara.leg.br/api/v2/frentes/54470,Frente Parlamentar em Defesa das Estradas e Rodovias,57,2026-06-01 00:27:01
54474,https://dadosabertos.camara.leg.br/api/v2/frentes/54474,Frente Parlamentar em Defesa da Aviação Civil,57,2026-06-01 00:27:01
54461,https://dadosabertos.camara.leg.br/api/v2/frentes/54461,Frente Parlamentar de Valorização do Clínico e Resgate da Identidade Médica,57,2026-06-01 00:27:01
54465,https://dadosabertos.camara.leg.br/api/v2/frentes/54465,Frente Parlamentar Mista para o Fortalecimento da Gestão Pública,57,2026-06-01 00:27:01
54468,https://dadosabertos.camara.leg.br/api/v2/frentes/54468,Frente Parlamentar em Defesa dos Caminhoneiros Autônomos,57,2026-06-01 00:27:01
54475,https://dadosabertos.camara.leg.br/api/v2/frentes/54475,Frente Parlamentar em Defesa e Proteção das Crianças e Adolescentes durante as Festas Populares e Grandes Eventos,57,2026-06-01 00:27:01
54482,https://dadosabertos.camara.leg.br/api/v2/frentes/54482,Frente Parlamentar Mista para o Desenvolvimento da Indústria Elétrica e Eletrônica,57,2026-06-01 00:27:01
54487,https://dadosabertos.camara.leg.br/api/v2/frentes/54487,Frente Parlamentar em Defesa do Samba e Valorização do Carnaval Brasileiro,57,2026-06-01 00:27:01
54488,https://dadosabertos.camara.leg.br/api/v2/frentes/54488,Frente Parlamentar Mista em Apoio aos Consórcios Públicos,57,2026-06-01 00:27:01
54479,https://dadosabertos.camara.leg.br/api/v2/frentes/54479,Frente Parlamentar Mista para Garantia do Direito à Identidade,57,2026-06-01 00:27:01
